PDT_LABEL,ITEM_SUP_LINK,PDT_SUP_REF,PDT_SUMMARY,PDT_KEYWORD,PDT_DESCRIPTION,PDT_IMG_FILE,PDT_IMG_URL,PDT_UNSPSC,PDT_FILE,ITEM_LABEL,ITEM_SUP_REF,PDT_SUP_URL,ITEM_CTR_REF,ITEM_VALIDITY_BEGIN_DATE,ITEM_VALIDITY_END_DATE,ITEM_COMMENT,ITEM_PUBLIC_PRICE,ITEM_UNIT_CURRENCY,ITEM_VAT_VALUE,ITEM_QTY_NEG_A,ITEM_PRICE_A,ITEM_QTY_NEG_B,ITEM_PRICE_B,ITEM_QTY_NEG_C,ITEM_PRICE_C,ITEM_QTY_NEG_D,ITEM_PRICE_D,ITEM_QTY_NEG_E,ITEM_PRICE_E,ITEM_UNIT,ITEM_OTHER_UNIT,ITEM_PACKAGING,ITEM_DELIVERY_TIME,ITEM_SHIP_CODE,ITEM_INCOTERM,ITEM_INCOPLACE,fam_node,Product_type
industrial brushes,https://www.osborn.com/en/search?term=9907035205,9907035205,"Sifuft Internal cleaning Brush D16x16 crimped stainless steel Wire 0,13 total length 54 shank 3,18",,"Sifuft Internal cleaning Brush D16x16 crimped stainless steel Wire 0,13 total length 54 shank 3,18",,,,,"Sifuft Internal cleaning Brush D16x16 crimped stainless steel Wire 0,13 total length 54 shank 3,18","Sifuft Internal cleaning Brush D16x16 crimped stainless steel Wire 0,13 total length 54 shank 3,18",,,01.01.2026,,"Sifuft Internal cleaning Brush D16x16 crimped stainless steel Wire 0,13 total length 54 shank 3,18",6.324223988124,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907035213,9907035213,"Sifuft Internal cleaning Brush D19x16 crimped stainless steel Wire 0,13 total length 54 shank 3,18",,"Sifuft Internal cleaning Brush D19x16 crimped stainless steel Wire 0,13 total length 54 shank 3,18",,,,,"Sifuft Internal cleaning Brush D19x16 crimped stainless steel Wire 0,13 total length 54 shank 3,18","Sifuft Internal cleaning Brush D19x16 crimped stainless steel Wire 0,13 total length 54 shank 3,18",,,01.01.2026,,"Sifuft Internal cleaning Brush D19x16 crimped stainless steel Wire 0,13 total length 54 shank 3,18",7.10862386262,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907035221,9907035221,"Sifuft Internal cleaning Brush D22x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",,"Sifuft Internal cleaning Brush D22x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",,,,,"Sifuft Internal cleaning Brush D22x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18","Sifuft Internal cleaning Brush D22x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",,,01.01.2026,,"Sifuft Internal cleaning Brush D22x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",7.304723831244001,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907035229,9907035229,"Sifuft Internal cleaning Brush D25x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",,"Sifuft Internal cleaning Brush D25x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",,,,,"Sifuft Internal cleaning Brush D25x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18","Sifuft Internal cleaning Brush D25x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",,,01.01.2026,,"Sifuft Internal cleaning Brush D25x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",7.745948760648,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907035245,9907035245,"Sifuft Internal cleaning Brush D32x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",,"Sifuft Internal cleaning Brush D32x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",,,,,"Sifuft Internal cleaning Brush D32x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18","Sifuft Internal cleaning Brush D32x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",,,01.01.2026,,"Sifuft Internal cleaning Brush D32x16 crimped stainless steel Wire 0,13 total length 57 shank 3,18",8.530348635144,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036000,9907036000,Helituf assortment 12 parts D10 to D29mm and two Handles,,Helituf assortment 12 parts D10 to D29mm and two Handles,,,,,Helituf assortment 12 parts D10 to D29mm and two Handles,Helituf assortment 12 parts D10 to D29mm and two Handles,,,01.01.2026,,Helituf assortment 12 parts D10 to D29mm and two Handles,83.391511657356,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036012,9907036012,"Helituf Internal cleaning Brush D6x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D6x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D6x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18","Helituf Internal cleaning Brush D6x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D6x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",3.18662449014,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036017,9907036017,"Helituf Internal cleaning Brush D8x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D8x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D8x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18","Helituf Internal cleaning Brush D8x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D8x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",3.18662449014,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036022,9907036022,"Helituf Internal cleaning Brush D10x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D10x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D10x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18","Helituf Internal cleaning Brush D10x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D10x25 crimped OSBORN-AB-Wire 0,13 total length 89 shank 3,18",3.3827244587640006,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
industrial brushes,https://www.osborn.com/en/search?term=9907036023,9907036023,"Helituf Internal cleaning Brush D10x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,"Helituf Internal cleaning Brush D10x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,,,,"Helituf Internal cleaning Brush D10x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18","Helituf Internal cleaning Brush D10x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",,,01.01.2026,,"Helituf Internal cleaning Brush D10x25 crimped OSBORN-AB-Wire 0,20 total length 89 shank 3,18",3.1375994979840005,EUR,,,,,,,,,,,,BUC,,1,7-15 zile,,,,,
