PDT_LABEL,ITEM_SUP_LINK,PDT_SUP_REF,PDT_SUMMARY,PDT_KEYWORD,PDT_DESCRIPTION,PDT_IMG_FILE,PDT_IMG_URL,PDT_UNSPSC,PDT_FILE,ITEM_LABEL,ITEM_SUP_REF,PDT_SUP_URL,ITEM_CTR_REF,ITEM_VALIDITY_BEGIN_DATE,ITEM_VALIDITY_END_DATE,ITEM_COMMENT,ITEM_PUBLIC_PRICE,ITEM_UNIT_CURRENCY,ITEM_VAT_VALUE,ITEM_QTY_NEG_A,ITEM_PRICE_A,ITEM_QTY_NEG_B,ITEM_PRICE_B,ITEM_QTY_NEG_C,ITEM_PRICE_C,ITEM_QTY_NEG_D,ITEM_PRICE_D,ITEM_QTY_NEG_E,ITEM_PRICE_E,ITEM_UNIT,ITEM_OTHER_UNIT,ITEM_PACKAGING,ITEM_DELIVERY_TIME,ITEM_SHIP_CODE,ITEM_INCOTERM,ITEM_INCOPLACE,fam_node,Product_type
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=2.889-083.0,2.889-083.0, Filter sponge packaged,,PROFESSIONAL PRODUCTS / Filter sponge packaged,,,,, Filter sponge packaged, Filter sponge packaged,,,2026-01-01 00:00:00,, Filter sponge packaged,78.32,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=6.414-765.0,6.414-765.0, Filter sponge packaged neutrally 3 St.,,PROFESSIONAL PRODUCTS / Filter sponge packaged neutrally 3 St.,,,,, Filter sponge packaged neutrally 3 St., Filter sponge packaged neutrally 3 St.,,,2026-01-01 00:00:00,, Filter sponge packaged neutrally 3 St.,90.98,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=6.904-214.0,6.904-214.0, Filter working air neutrally 3 St.,,PROFESSIONAL PRODUCTS / Filter working air neutrally 3 St.,,,,, Filter working air neutrally 3 St., Filter working air neutrally 3 St.,,,2026-01-01 00:00:00,, Filter working air neutrally 3 St.,50.02,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=5.731-619.0,5.731-619.0, Filtering basket,,PROFESSIONAL PRODUCTS / Filtering basket,,,,, Filtering basket, Filtering basket,,,2026-01-01 00:00:00,, Filtering basket,256.71,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=5.731-640.0,5.731-640.0, Filtering basket,,PROFESSIONAL PRODUCTS / Filtering basket,,,,, Filtering basket, Filtering basket,,,2026-01-01 00:00:00,, Filtering basket,116.73,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=2.889-099.0,2.889-099.0, Filtering basket complete replacement,,PROFESSIONAL PRODUCTS / Filtering basket complete replacement,,,,, Filtering basket complete replacement, Filtering basket complete replacement,,,2026-01-01 00:00:00,, Filtering basket complete replacement,82.05,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=4.731-011.0,4.731-011.0, Filtering basket packaged,,PROFESSIONAL PRODUCTS / Filtering basket packaged,,,,, Filtering basket packaged, Filtering basket packaged,,,2026-01-01 00:00:00,, Filtering basket packaged,108.84,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=5.731-632.0,5.731-632.0, Filtering basket packaged,,PROFESSIONAL PRODUCTS / Filtering basket packaged,,,,, Filtering basket packaged, Filtering basket packaged,,,2026-01-01 00:00:00,, Filtering basket packaged,204.56,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=5.731-649.0,5.731-649.0, Filtering basket packaged,,PROFESSIONAL PRODUCTS / Filtering basket packaged,,,,, Filtering basket packaged, Filtering basket packaged,,,2026-01-01 00:00:00,, Filtering basket packaged,122.42,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://www.kaercher.com/ro/cautare-rezultate.html?query=2.889-292.0,2.889-292.0, Filtering basket packaged HEPA T 10/1,,PROFESSIONAL PRODUCTS / Filtering basket packaged HEPA T 10/1,,,,, Filtering basket packaged HEPA T 10/1, Filtering basket packaged HEPA T 10/1,,,2026-01-01 00:00:00,, Filtering basket packaged HEPA T 10/1,88.34,RON,,,,,,,,,,,,PCE,,1,7-15 zile,,,,,
